stock_id,date,stock_name,industry_category,close,ret_5d,ret_20d,excess_ret_20d,chip_net5_sum,chip_net20_sum,foreign_ratio_5d_chg,revenue_yoy,pe,pb,score_tech,score_chip,score_fund,score_risk,score_total
2344,2025-09-19,華邦電,電子工業,33.5,0.3163064833005895,0.8406593406593408,0.7616449918183354,214928809.0,459558958.0,-2.219999999999999,,0.0,1.72,92.85714285714286,69.44444444444444,72.22222222222223,25.0,72.85714285714286
3535,2025-09-19,晶彩科,電子工業,83.8,0.033292231812577,0.2396449704142011,0.1606306215731958,-1484168.0,-1429275.0,1.7600000000000051,,0.0,6.74,72.61904761904762,69.44444444444444,80.55555555555556,8.333333333333343,67.61904761904762
6231,2025-09-19,系微,資訊服務業,281.0,0.0891472868217053,0.3069767441860465,0.22796239534504117,-1029093.0,-1880231.0,1.0600000000000023,,42.0,13.36,73.80952380952381,65.27777777777777,47.22222222222222,41.666666666666664,60.0595238095238
2308,2025-09-19,台達電,電子零組件業,888.0,0.060931899641577,0.3373493975903614,0.2583350487493561,-7188884.0,-10761068.0,0.20000000000000284,,52.79,10.87,84.52380952380952,51.388888888888886,47.22222222222222,50.0,59.94047619047618
3035,2025-09-19,智原,電子工業,168.5,0.1122112211221122,0.1308724832214765,0.05185813438047118,-1106845.0,568629.0,0.3999999999999915,,50.3,3.58,57.14285714285713,65.27777777777777,41.666666666666664,58.33333333333333,55.0595238095238
2454,2025-09-19,聯發科,電子工業,1440.0,-0.0303030303030302,0.0549450549450549,-0.024069293895950403,-2533639.0,9212766.0,0.12999999999999545,,21.59,6.1,44.04761904761905,43.05555555555555,63.888888888888886,66.66666666666667,51.96428571428571
3293,2025-09-19,鈊象,文化創意業,814.0,-0.0344009489916963,0.0489690721649485,-0.030045276676056804,-766569.0,989718.0,0.23000000000000398,,23.36,17.28,35.11904761904761,54.16666666666668,36.111111111111114,91.66666666666667,46.78571428571429
2379,2025-09-19,瑞昱,半導體業,544.0,0.0342205323193915,0.0401529636711281,-0.03886138516987721,817401.0,-6221260.0,-0.4899999999999949,,16.96,6.45,24.999999999999996,50.00000000000001,52.77777777777778,75.0,45.83333333333333
8358,2025-09-19,金居,電子零組件業,230.5,-0.012847965738758,0.2770083102493075,0.1979939614083022,-7511257.0,-17368182.0,-1.210000000000008,,68.6,8.88,65.47619047619047,51.388888888888886,30.555555555555557,0.0,44.22619047619047
6643,2025-09-19,M31,半導體業,490.0,0.0020449897750511,0.0370370370370369,-0.0419773118039684,-457212.0,663821.0,0.9500000000000028,,0.0,11.35,22.619047619047617,54.166666666666664,41.66666666666667,83.33333333333334,43.86904761904762
2383,2025-09-19,台光電,電子零組件業,1290.0,-0.0408921933085502,0.0705394190871369,-0.008474929753868404,-466217.0,-2003797.0,0.14999999999999858,,37.54,12.49,45.83333333333333,34.72222222222223,44.444444444444436,33.33333333333334,40.83333333333333
8932,2025-09-19,智通*,其他,212.5,0.0119047619047618,0.0265700483091786,-0.05244430053182671,-246278.0,-1247889.0,-0.8400000000000034,,73.28,18.19,30.952380952380945,41.666666666666664,25.0,16.666666666666657,30.952380952380945
